First Reaction,Second Reaction,Second Reaction Author
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""R-HSA-176702"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174439"",""R-HSA-174439"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""R-HSA-176702"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69074"",""R-HSA-69074"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""R-HSA-176702"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69116"",""R-HSA-69116"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""R-HSA-176702"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174448"",""R-HSA-174448"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""R-HSA-179421"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179410"",""R-HSA-179410"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""R-HSA-179421"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174171"",""R-HSA-174171"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""R-HSA-179421"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174104"",""R-HSA-174104"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""R-HSA-179421"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""R-HSA-174238"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-181450"",""R-HSA-181450"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176700"",""R-HSA-176700"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-182594"",""R-HSA-182594"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8941895"",""R-HSA-8941895"")","Matthews, L"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187545"",""R-HSA-187545"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363328"",""R-HSA-1363328"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""R-HSA-6804724"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""R-HSA-6804879"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187575"",""R-HSA-187575"")","Pagano, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363331"",""R-HSA-1363331"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686969"",""R-HSA-9686969"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174057"",""R-HSA-174057"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68946"",""R-HSA-68946"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69005"",""R-HSA-69005"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187552"",""R-HSA-187552"")","Pagano, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363328"",""R-HSA-1363328"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187934"",""R-HSA-187934"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187916"",""R-HSA-187916"")","Pagano, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187949"",""R-HSA-187949"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68944"",""R-HSA-68944"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187949"",""R-HSA-187949"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187937"",""R-HSA-187937"")","Pagano, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187949"",""R-HSA-187949"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686521"",""R-HSA-9686521"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187949"",""R-HSA-187949"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163096"",""R-HSA-163096"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""R-HSA-6804724"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""R-HSA-6804879"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187575"",""R-HSA-187575"")","Pagano, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363331"",""R-HSA-1363331"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686969"",""R-HSA-9686969"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174057"",""R-HSA-174057"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68946"",""R-HSA-68946"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686980"",""R-HSA-9686980"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188371"",""R-HSA-188371"")","Castro, A"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2172666"",""R-HSA-2172666"")","Gallie, BL"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""R-HSA-9018017"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69227"",""R-HSA-69227"")","Matthews, L"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188345"",""R-HSA-188345"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69604"",""R-HSA-69604"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188345"",""R-HSA-188345"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69608"",""R-HSA-69608"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188345"",""R-HSA-188345"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170158"",""R-HSA-170158"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188350"",""R-HSA-188350"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""R-HSA-9018017"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188390"",""R-HSA-188390"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188386"",""R-HSA-188386"")","Pagano, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188390"",""R-HSA-188390"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""R-HSA-9018017"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188390"",""R-HSA-188390"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113503"",""R-HSA-113503"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2172678"",""R-HSA-2172678"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2301205"",""R-HSA-2301205"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467775"",""R-HSA-2467775"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467809"",""R-HSA-2467809"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467794"",""R-HSA-2467794"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2468041"",""R-HSA-2468041"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467809"",""R-HSA-2467809"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467811"",""R-HSA-2467811"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2529015"",""R-HSA-2529015"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2529020"",""R-HSA-2529020"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562594"",""R-HSA-2562594"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002811"",""R-HSA-3002811"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2984258"",""R-HSA-2984258"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648017"",""R-HSA-9648017"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2995376"",""R-HSA-2995376"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615901"",""R-HSA-9615901"")","Gerace, L"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2470935"",""R-HSA-2470935"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2995376"",""R-HSA-2995376"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000310"",""R-HSA-3000310"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000319"",""R-HSA-3000319"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156682"",""R-HSA-156682"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562526"",""R-HSA-2562526"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852324"",""R-HSA-8852324"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156678"",""R-HSA-156678"")","Lee, KS"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380272"",""R-HSA-380272"")","Matthews, L"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000335"",""R-HSA-3000335"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000339"",""R-HSA-3000339"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000449"",""R-HSA-3000449"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912505"",""R-HSA-912505"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002798"",""R-HSA-3002798"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156723"",""R-HSA-156723"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002798"",""R-HSA-3002798"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156673"",""R-HSA-156673"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002798"",""R-HSA-3002798"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174174"",""R-HSA-174174"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002798"",""R-HSA-3002798"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174119"",""R-HSA-174119"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-375302"",""R-HSA-375302"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648114"",""R-HSA-9648114"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380283"",""R-HSA-380283"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380508"",""R-HSA-380508"")","Matthews, L"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380508"",""R-HSA-380508"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380316"",""R-HSA-380316"")","Matthews, L"
