Pathway,First Reaction,Second Reaction,Second Reaction Author
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852354"",""R-HSA-8852354"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852331"",""R-HSA-8852331"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853444"",""R-HSA-8853444"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853496"",""R-HSA-8853496"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853444"",""R-HSA-8853444"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853429"",""R-HSA-8853429"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854044"",""R-HSA-8854044"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853496"",""R-HSA-8853496"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8856951"",""R-HSA-8856951"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363276"",""R-HSA-1363276"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8856951"",""R-HSA-8856951"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363274"",""R-HSA-1363274"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8942836"",""R-HSA-8942836"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""R-HSA-9018017"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964525"",""R-HSA-8964525"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363314"",""R-HSA-1363314"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8978926"",""R-HSA-8978926"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088309"",""R-HSA-4088309"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8978926"",""R-HSA-8978926"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088306"",""R-HSA-4088306"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8978926"",""R-HSA-8978926"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088307"",""R-HSA-4088307"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007926"",""R-HSA-9007926"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670114"",""R-HSA-9670114"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007926"",""R-HSA-9007926"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670101"",""R-HSA-9670101"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9647746"",""R-HSA-9647746"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648114"",""R-HSA-9648114"")","Orlic-Milacic, M"
