Pathway,First Reaction,Second Reaction,Second Reaction Author
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194023"",""R-HSA-194023"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-804969"",""R-HSA-804969"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194023"",""R-HSA-194023"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975629"",""R-HSA-975629"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810594"",""R-HSA-6810594"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-804969"",""R-HSA-804969"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810594"",""R-HSA-6810594"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975629"",""R-HSA-975629"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693390"",""R-HSA-5693390"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-804969"",""R-HSA-804969"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693390"",""R-HSA-5693390"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975629"",""R-HSA-975629"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8862137"",""R-HSA-8862137"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-804969"",""R-HSA-804969"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8862137"",""R-HSA-8862137"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975629"",""R-HSA-975629"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193362"",""R-HSA-193362"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194153"",""R-HSA-194153"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191414"",""R-HSA-191414"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952137"",""R-HSA-8952137"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428664"",""R-HSA-428664"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-429730"",""R-HSA-429730"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428696"",""R-HSA-428696"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428701"",""R-HSA-428701"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200555"",""R-HSA-200555"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75848"",""R-HSA-75848"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2161776"",""R-HSA-2161776"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-804969"",""R-HSA-804969"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2161776"",""R-HSA-2161776"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975629"",""R-HSA-975629"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2161945"",""R-HSA-2161945"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-977333"",""R-HSA-977333"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2161567"",""R-HSA-2161567"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-804969"",""R-HSA-804969"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2161567"",""R-HSA-2161567"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975629"",""R-HSA-975629"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75851"",""R-HSA-75851"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876889"",""R-HSA-8876889"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1483159"",""R-HSA-1483159"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1483203"",""R-HSA-1483203"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75889"",""R-HSA-75889"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-977348"",""R-HSA-977348"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1483096"",""R-HSA-1483096"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676105"",""R-HSA-1676105"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676141"",""R-HSA-1676141"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8849969"",""R-HSA-8849969"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676174"",""R-HSA-1676174"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
