PathwayName,Event,RelationType,PrecedingEventCurated
Cell Cycle,R-HSA-8964482,Preceding Event Relation,R-HSA-1362261
Cell Cycle,R-HSA-8964531,Preceding Event Relation,R-HSA-8964475
Cell Cycle,R-HSA-8964471,Preceding Event Relation,R-HSA-1362261
Cell Cycle,R-HSA-1363303,Preceding Event Relation,null
Cell Cycle,R-HSA-1227670,Preceding Event Relation,null
Cell Cycle,R-HSA-1227671,Preceding Event Relation,null
Cell Cycle,R-HSA-1363314,Preceding Event Relation,null
Cell Cycle,R-HSA-8964588,Preceding Event Relation,R-HSA-8964580
Cell Cycle,R-HSA-8978926,Preceding Event Relation,R-HSA-8964561
Cell Cycle,R-HSA-8964561,Preceding Event Relation,R-HSA-1227671
Cell Cycle,R-HSA-8964561,Preceding Event Relation,R-HSA-1227670
Cell Cycle,R-HSA-8964580,Preceding Event Relation,R-HSA-1227671
Cell Cycle,R-HSA-8964580,Preceding Event Relation,R-HSA-1227670
Cell Cycle,R-HSA-8964550,Preceding Event Relation,R-HSA-1227671
Cell Cycle,R-HSA-8964550,Preceding Event Relation,R-HSA-1227670
Cell Cycle,R-HSA-8964567,Preceding Event Relation,R-HSA-1227671
Cell Cycle,R-HSA-8964567,Preceding Event Relation,R-HSA-1227670
Cell Cycle,R-HSA-1362270,Preceding Event Relation,null
Cell Cycle,R-HSA-1363311,Preceding Event Relation,null
Cell Cycle,R-HSA-1363306,Preceding Event Relation,null
Cell Cycle,R-HSA-174195,Preceding Event Relation,R-HSA-174088
Cell Cycle,R-HSA-174088,Preceding Event Relation,R-HSA-174070
Cell Cycle,R-HSA-174105,Preceding Event Relation,R-HSA-174195
Cell Cycle,R-HSA-188191,Preceding Event Relation,null
Cell Cycle,R-HSA-174224,Preceding Event Relation,R-HSA-174157
Cell Cycle,R-HSA-174224,Preceding Event Relation,R-HSA-174202
Cell Cycle,R-HSA-174070,Preceding Event Relation,R-HSA-174124
Cell Cycle,R-HSA-174070,Preceding Event Relation,R-HSA-174224
Cell Cycle,R-HSA-174124,Preceding Event Relation,R-HSA-174079
Cell Cycle,R-HSA-174124,Preceding Event Relation,R-HSA-174251
Cell Cycle,R-HSA-174058,Preceding Event Relation,R-HSA-174057
Cell Cycle,R-HSA-174057,Preceding Event Relation,R-HSA-174195
Cell Cycle,R-HSA-188371,Preceding Event Relation,R-HSA-187949
Cell Cycle,R-HSA-174097,Preceding Event Relation,null
Cell Cycle,R-HSA-174122,Preceding Event Relation,R-HSA-170153
Cell Cycle,R-HSA-174122,Preceding Event Relation,R-HSA-174235
Cell Cycle,R-HSA-174122,Preceding Event Relation,R-HSA-174097
Cell Cycle,R-HSA-174174,Preceding Event Relation,R-HSA-174235
Cell Cycle,R-HSA-174174,Preceding Event Relation,R-HSA-174097
Cell Cycle,R-HSA-174209,Preceding Event Relation,R-HSA-174174
Cell Cycle,R-HSA-174209,Preceding Event Relation,R-HSA-174122
Cell Cycle,R-HSA-174203,Preceding Event Relation,R-HSA-174159
Cell Cycle,R-HSA-174159,Preceding Event Relation,R-HSA-174209
Cell Cycle,R-HSA-174139,Preceding Event Relation,R-HSA-174079
Cell Cycle,R-HSA-174235,Preceding Event Relation,null
Cell Cycle,R-HSA-174251,Preceding Event Relation,R-HSA-170153
Cell Cycle,R-HSA-174251,Preceding Event Relation,R-HSA-174203
Cell Cycle,R-HSA-174079,Preceding Event Relation,R-HSA-188371
Cell Cycle,R-HSA-174227,Preceding Event Relation,R-HSA-174120
Cell Cycle,R-HSA-174120,Preceding Event Relation,R-HSA-174238
Cell Cycle,R-HSA-174120,Preceding Event Relation,R-HSA-170153
Cell Cycle,R-HSA-174157,Preceding Event Relation,R-HSA-174227
Cell Cycle,R-HSA-179410,Preceding Event Relation,R-HSA-141423
Cell Cycle,R-HSA-179417,Preceding Event Relation,R-HSA-179410
Cell Cycle,R-HSA-179421,Preceding Event Relation,R-HSA-179417
Cell Cycle,R-HSA-174171,Preceding Event Relation,R-HSA-141423
Cell Cycle,R-HSA-174104,Preceding Event Relation,R-HSA-174171
Cell Cycle,R-HSA-174255,Preceding Event Relation,R-HSA-174104
Cell Cycle,R-HSA-174238,Preceding Event Relation,R-HSA-174255
Cell Cycle,R-HSA-174238,Preceding Event Relation,R-HSA-141423
Cell Cycle,R-HSA-174119,Preceding Event Relation,null
Cell Cycle,R-HSA-174132,Preceding Event Relation,R-HSA-170153
Cell Cycle,R-HSA-2468039,Preceding Event Relation,R-HSA-2470935
Cell Cycle,R-HSA-2473152,Preceding Event Relation,null
Cell Cycle,R-HSA-2473151,Preceding Event Relation,R-HSA-2473152
Cell Cycle,R-HSA-2468041,Preceding Event Relation,R-HSA-2468039
Cell Cycle,R-HSA-69074,Preceding Event Relation,R-HSA-69068
Cell Cycle,R-HSA-69063,Preceding Event Relation,R-HSA-69053
Cell Cycle,R-HSA-69053,Preceding Event Relation,R-HSA-68950
Cell Cycle,R-HSA-69068,Preceding Event Relation,R-HSA-69063
Cell Cycle,R-HSA-69173,Preceding Event Relation,R-HSA-69152
Cell Cycle,R-HSA-69127,Preceding Event Relation,R-HSA-69116
Cell Cycle,R-HSA-69116,Preceding Event Relation,R-HSA-69074
Cell Cycle,R-HSA-69152,Preceding Event Relation,R-HSA-69144
Cell Cycle,R-HSA-69140,Preceding Event Relation,R-HSA-69127
Cell Cycle,R-HSA-69142,Preceding Event Relation,R-HSA-69140
Cell Cycle,R-HSA-69144,Preceding Event Relation,R-HSA-69142
Cell Cycle,R-HSA-169461,Preceding Event Relation,R-HSA-176956
Cell Cycle,R-HSA-169461,Preceding Event Relation,R-HSA-68849
Cell Cycle,R-HSA-176942,Preceding Event Relation,R-HSA-176956
Cell Cycle,R-HSA-169468,Preceding Event Relation,R-HSA-68849
Cell Cycle,R-HSA-176956,Preceding Event Relation,null
Cell Cycle,R-HSA-68913,Preceding Event Relation,R-HSA-68914
Cell Cycle,R-HSA-68950,Preceding Event Relation,R-HSA-68913
Cell Cycle,R-HSA-68944,Preceding Event Relation,null
Cell Cycle,R-HSA-68947,Preceding Event Relation,R-HSA-68946
Cell Cycle,R-HSA-68946,Preceding Event Relation,R-HSA-68944
Cell Cycle,R-HSA-68948,Preceding Event Relation,R-HSA-68947
Cell Cycle,R-HSA-69015,Preceding Event Relation,R-HSA-69006
Cell Cycle,R-HSA-69016,Preceding Event Relation,R-HSA-69015
Cell Cycle,R-HSA-69005,Preceding Event Relation,null
Cell Cycle,R-HSA-69006,Preceding Event Relation,R-HSA-69005
Cell Cycle,R-HSA-69019,Preceding Event Relation,null
Cell Cycle,R-HSA-75825,Preceding Event Relation,R-HSA-75824
Cell Cycle,R-HSA-75824,Preceding Event Relation,R-HSA-75823
Cell Cycle,R-HSA-75820,Preceding Event Relation,null
Cell Cycle,R-HSA-75823,Preceding Event Relation,null
Cell Cycle,R-HSA-75822,Preceding Event Relation,R-HSA-75820
Cell Cycle,R-HSA-174273,Preceding Event Relation,R-HSA-174054
Cell Cycle,R-HSA-174054,Preceding Event Relation,null
Cell Cycle,R-HSA-187916,Preceding Event Relation,R-HSA-187949
Cell Cycle,R-HSA-187948,Preceding Event Relation,R-HSA-187949
Cell Cycle,R-HSA-187949,Preceding Event Relation,R-HSA-174110
Cell Cycle,R-HSA-187949,Preceding Event Relation,R-HSA-187574
Cell Cycle,R-HSA-174164,Preceding Event Relation,R-HSA-174273
Cell Cycle,R-HSA-174110,Preceding Event Relation,R-HSA-188345
Cell Cycle,R-HSA-174110,Preceding Event Relation,R-HSA-174164
Cell Cycle,R-HSA-3000319,Preceding Event Relation,R-HSA-4088305
Cell Cycle,R-HSA-3000319,Preceding Event Relation,R-HSA-2574840
Cell Cycle,R-HSA-3000319,Preceding Event Relation,R-HSA-4086410
Cell Cycle,R-HSA-3000335,Preceding Event Relation,R-HSA-3000339
Cell Cycle,R-HSA-3002798,Preceding Event Relation,R-HSA-3000327
Cell Cycle,R-HSA-4086410,Preceding Event Relation,null
Cell Cycle,R-HSA-2562594,Preceding Event Relation,R-HSA-2562526
Cell Cycle,R-HSA-3002811,Preceding Event Relation,R-HSA-3002798
Cell Cycle,R-HSA-2562526,Preceding Event Relation,R-HSA-3000310
Cell Cycle,R-HSA-2574845,Preceding Event Relation,null
Cell Cycle,R-HSA-3000327,Preceding Event Relation,R-HSA-3000310
Cell Cycle,R-HSA-3000310,Preceding Event Relation,R-HSA-3000319
Cell Cycle,R-HSA-3000339,Preceding Event Relation,R-HSA-3000327
Cell Cycle,R-HSA-2574840,Preceding Event Relation,R-HSA-2574845
Cell Cycle,R-HSA-8853405,Preceding Event Relation,null
Cell Cycle,R-HSA-8853419,Preceding Event Relation,R-HSA-8853405
Cell Cycle,R-HSA-8852324,Preceding Event Relation,null
Cell Cycle,R-HSA-8852306,Preceding Event Relation,R-HSA-8852298
Cell Cycle,R-HSA-8852317,Preceding Event Relation,R-HSA-8852324
Cell Cycle,R-HSA-8852331,Preceding Event Relation,R-HSA-8852317
Cell Cycle,R-HSA-8852298,Preceding Event Relation,null
Cell Cycle,R-HSA-8852362,Preceding Event Relation,R-HSA-6803388
Cell Cycle,R-HSA-8852280,Preceding Event Relation,null
Cell Cycle,R-HSA-162657,Preceding Event Relation,R-HSA-3002798
Cell Cycle,R-HSA-156678,Preceding Event Relation,R-HSA-6798268
Cell Cycle,R-HSA-4088152,Preceding Event Relation,R-HSA-4088162
Cell Cycle,R-HSA-4088441,Preceding Event Relation,R-HSA-4088439
Cell Cycle,R-HSA-4088439,Preceding Event Relation,R-HSA-4088134
Cell Cycle,R-HSA-4088309,Preceding Event Relation,R-HSA-4088134
Cell Cycle,R-HSA-4088306,Preceding Event Relation,R-HSA-4088134
Cell Cycle,R-HSA-4088307,Preceding Event Relation,R-HSA-4088134
Cell Cycle,R-HSA-4088305,Preceding Event Relation,R-HSA-4088306
Cell Cycle,R-HSA-4088298,Preceding Event Relation,R-HSA-4088307
Cell Cycle,R-HSA-4088299,Preceding Event Relation,R-HSA-4088309
Cell Cycle,R-HSA-4088134,Preceding Event Relation,R-HSA-4088130
Cell Cycle,R-HSA-156699,Preceding Event Relation,R-HSA-3002798
Cell Cycle,R-HSA-4088130,Preceding Event Relation,R-HSA-4088024
Cell Cycle,R-HSA-4088130,Preceding Event Relation,R-HSA-3002798
Cell Cycle,R-HSA-4088162,Preceding Event Relation,R-HSA-4088134
Cell Cycle,R-HSA-8854071,Preceding Event Relation,R-HSA-8854051
Cell Cycle,R-HSA-8854052,Preceding Event Relation,null
Cell Cycle,R-HSA-8854051,Preceding Event Relation,null
Cell Cycle,R-HSA-8854044,Preceding Event Relation,R-HSA-8854041
Cell Cycle,R-HSA-8854041,Preceding Event Relation,R-HSA-8853496
Cell Cycle,R-HSA-8853496,Preceding Event Relation,R-HSA-8854052
Cell Cycle,R-HSA-69754,Preceding Event Relation,null
Cell Cycle,R-HSA-69756,Preceding Event Relation,R-HSA-170158
Cell Cycle,R-HSA-170087,Preceding Event Relation,R-HSA-170088
Cell Cycle,R-HSA-170084,Preceding Event Relation,null
Cell Cycle,R-HSA-170116,Preceding Event Relation,R-HSA-170084
Cell Cycle,R-HSA-4088024,Preceding Event Relation,null
Cell Cycle,R-HSA-170149,Preceding Event Relation,null
Cell Cycle,R-HSA-170088,Preceding Event Relation,R-HSA-170116
Cell Cycle,R-HSA-170120,Preceding Event Relation,null
Cell Cycle,R-HSA-170057,Preceding Event Relation,null
Cell Cycle,R-HSA-170153,Preceding Event Relation,R-HSA-170159
Cell Cycle,R-HSA-170153,Preceding Event Relation,R-HSA-156699
Cell Cycle,R-HSA-170153,Preceding Event Relation,R-HSA-170131
Cell Cycle,R-HSA-170158,Preceding Event Relation,R-HSA-170156
Cell Cycle,R-HSA-170158,Preceding Event Relation,R-HSA-156699
Cell Cycle,R-HSA-170158,Preceding Event Relation,R-HSA-170149
Cell Cycle,R-HSA-170126,Preceding Event Relation,R-HSA-170076
Cell Cycle,R-HSA-170126,Preceding Event Relation,R-HSA-170161
Cell Cycle,R-HSA-170159,Preceding Event Relation,R-HSA-156678
Cell Cycle,R-HSA-170156,Preceding Event Relation,R-HSA-170087
Cell Cycle,R-HSA-8856951,Preceding Event Relation,null
Cell Cycle,R-HSA-170131,Preceding Event Relation,R-HSA-170126
Cell Cycle,R-HSA-170161,Preceding Event Relation,R-HSA-170072
Cell Cycle,R-HSA-170161,Preceding Event Relation,R-HSA-170120
Cell Cycle,R-HSA-170161,Preceding Event Relation,R-HSA-162657
Cell Cycle,R-HSA-4088141,Preceding Event Relation,R-HSA-4088024
Cell Cycle,R-HSA-8856945,Preceding Event Relation,null
Cell Cycle,R-HSA-170072,Preceding Event Relation,R-HSA-170070
Cell Cycle,R-HSA-170044,Preceding Event Relation,R-HSA-170055
Cell Cycle,R-HSA-170076,Preceding Event Relation,R-HSA-170044
Cell Cycle,R-HSA-380294,Preceding Event Relation,null
Cell Cycle,R-HSA-380272,Preceding Event Relation,null
Cell Cycle,R-HSA-380303,Preceding Event Relation,R-HSA-380272
Cell Cycle,R-HSA-380455,Preceding Event Relation,null
Cell Cycle,R-HSA-380311,Preceding Event Relation,null
Cell Cycle,R-HSA-380283,Preceding Event Relation,null
Cell Cycle,R-HSA-8853429,Preceding Event Relation,null
Cell Cycle,R-HSA-8853444,Preceding Event Relation,R-HSA-8853429
Cell Cycle,R-HSA-187937,Preceding Event Relation,null
Cell Cycle,R-HSA-187959,Preceding Event Relation,R-HSA-187937
Cell Cycle,R-HSA-606349,Preceding Event Relation,null
Cell Cycle,R-HSA-606287,Preceding Event Relation,R-HSA-606289
Cell Cycle,R-HSA-606289,Preceding Event Relation,R-HSA-606326
Cell Cycle,R-HSA-606326,Preceding Event Relation,R-HSA-606349
Cell Cycle,R-HSA-174448,Preceding Event Relation,R-HSA-174447
Cell Cycle,R-HSA-174439,Preceding Event Relation,R-HSA-174452
Cell Cycle,R-HSA-174452,Preceding Event Relation,R-HSA-174427
Cell Cycle,R-HSA-174447,Preceding Event Relation,R-HSA-174439
Cell Cycle,R-HSA-174427,Preceding Event Relation,R-HSA-174425
Cell Cycle,R-HSA-174425,Preceding Event Relation,null
Cell Cycle,R-HSA-174438,Preceding Event Relation,R-HSA-174444
Cell Cycle,R-HSA-174451,Preceding Event Relation,R-HSA-174445
Cell Cycle,R-HSA-174441,Preceding Event Relation,R-HSA-174451
Cell Cycle,R-HSA-174446,Preceding Event Relation,R-HSA-174441
Cell Cycle,R-HSA-174445,Preceding Event Relation,R-HSA-174438
Cell Cycle,R-HSA-174456,Preceding Event Relation,null
Cell Cycle,R-HSA-174444,Preceding Event Relation,R-HSA-174448
Cell Cycle,R-HSA-176702,Preceding Event Relation,R-HSA-174456
Cell Cycle,R-HSA-163090,Preceding Event Relation,R-HSA-163099
Cell Cycle,R-HSA-163120,Preceding Event Relation,R-HSA-164617
Cell Cycle,R-HSA-163099,Preceding Event Relation,R-HSA-163096
Cell Cycle,R-HSA-164616,Preceding Event Relation,null
Cell Cycle,R-HSA-163096,Preceding Event Relation,R-HSA-164616
Cell Cycle,R-HSA-164617,Preceding Event Relation,R-HSA-164620
Cell Cycle,R-HSA-164620,Preceding Event Relation,R-HSA-163090
Cell Cycle,R-HSA-181450,Preceding Event Relation,R-HSA-176702
Cell Cycle,R-HSA-176700,Preceding Event Relation,R-HSA-176702
Cell-Cell communication,R-HSA-373732,Preceding Event Relation,null
Cell-Cell communication,R-HSA-373734,Preceding Event Relation,R-HSA-373747
Cell-Cell communication,R-HSA-451758,Preceding Event Relation,R-HSA-373727
Cell-Cell communication,R-HSA-451757,Preceding Event Relation,R-HSA-373732
Cell-Cell communication,R-HSA-451403,Preceding Event Relation,R-HSA-373714
Cell-Cell communication,R-HSA-532603,Preceding Event Relation,R-HSA-373724
Cell-Cell communication,R-HSA-373747,Preceding Event Relation,R-HSA-8981534
Cell-Cell communication,R-HSA-373714,Preceding Event Relation,R-HSA-373732
Cell-Cell communication,R-HSA-8981534,Preceding Event Relation,R-HSA-373714
Cell-Cell communication,R-HSA-451377,Preceding Event Relation,R-HSA-373714
Cell-Cell communication,R-HSA-373724,Preceding Event Relation,R-HSA-373747
Cell-Cell communication,R-HSA-373727,Preceding Event Relation,R-HSA-373747
Cell-Cell communication,R-HSA-373722,Preceding Event Relation,R-HSA-373714
Cell-Cell communication,R-HSA-391157,Preceding Event Relation,R-HSA-391156
Cell-Cell communication,R-HSA-391156,Preceding Event Relation,R-HSA-391158
Cell-Cell communication,R-HSA-210274,Preceding Event Relation,R-HSA-2130151
Cell-Cell communication,R-HSA-391158,Preceding Event Relation,null
Cell-Cell communication,R-HSA-391153,Preceding Event Relation,R-HSA-391156
Cell-Cell communication,R-HSA-391152,Preceding Event Relation,R-HSA-391156
Cell-Cell communication,R-HSA-391168,Preceding Event Relation,null
Cell-Cell communication,R-HSA-391155,Preceding Event Relation,null
Cell-Cell communication,R-HSA-391151,Preceding Event Relation,R-HSA-391156
Cell-Cell communication,R-HSA-391150,Preceding Event Relation,R-HSA-391156
Cell-Cell communication,R-HSA-5692437,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420598,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420582,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420580,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420595,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420593,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420591,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420586,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420584,Preceding Event Relation,null
Cell-Cell communication,R-HSA-419011,Preceding Event Relation,R-HSA-433711
Cell-Cell communication,R-HSA-420592,Preceding Event Relation,null
Cell-Cell communication,R-HSA-433711,Preceding Event Relation,null
Cell-Cell communication,R-HSA-433725,Preceding Event Relation,null
Cell-Cell communication,R-HSA-419002,Preceding Event Relation,null
Cell-Cell communication,R-HSA-419003,Preceding Event Relation,null
Cell-Cell communication,R-HSA-419001,Preceding Event Relation,null
Cell-Cell communication,R-HSA-373745,Preceding Event Relation,null
Cell-Cell communication,R-HSA-373741,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420661,Preceding Event Relation,null
Cell-Cell communication,R-HSA-420019,Preceding Event Relation,null
Cell-Cell communication,R-HSA-419981,Preceding Event Relation,null
Cell-Cell communication,R-HSA-446391,Preceding Event Relation,null
Cell-Cell communication,R-HSA-446322,Preceding Event Relation,null
Cell-Cell communication,R-HSA-432897,Preceding Event Relation,null
Cell-Cell communication,R-HSA-430311,Preceding Event Relation,null
Cell-Cell communication,R-HSA-446372,Preceding Event Relation,null
Cell-Cell communication,R-HSA-430308,Preceding Event Relation,null
Cell-Cell communication,R-HSA-432946,Preceding Event Relation,null
Cell-Cell communication,R-HSA-430341,Preceding Event Relation,null
Cell-Cell communication,R-HSA-446364,Preceding Event Relation,null
Cell-Cell communication,R-HSA-430347,Preceding Event Relation,null
Cell-Cell communication,R-HSA-446083,Preceding Event Relation,R-HSA-432956
Cell-Cell communication,R-HSA-432956,Preceding Event Relation,R-HSA-446089
Cell-Cell communication,R-HSA-432909,Preceding Event Relation,null
Cell-Cell communication,R-HSA-446077,Preceding Event Relation,R-HSA-446083
Cell-Cell communication,R-HSA-432952,Preceding Event Relation,R-HSA-432909
Cell-Cell communication,R-HSA-446089,Preceding Event Relation,R-HSA-432952
Cellular responses to external stimuli,R-HSA-9633008,Preceding Event Relation,null
Cellular responses to external stimuli,R-HSA-9635927,Preceding Event Relation,R-HSA-381128
Cellular responses to external stimuli,R-HSA-9635892,Preceding Event Relation,R-HSA-381128
Cellular responses to external stimuli,R-HSA-381128,Preceding Event Relation,R-HSA-9648888
Cellular responses to external stimuli,R-HSA-381128,Preceding Event Relation,R-HSA-9633008
Cellular responses to external stimuli,R-HSA-381128,Preceding Event Relation,R-HSA-381111
Cellular responses to external stimuli,R-HSA-9644926,Preceding Event Relation,R-HSA-9635804
Cellular responses to external stimuli,R-HSA-9635804,Preceding Event Relation,R-HSA-381128
Cellular responses to external stimuli,R-HSA-9650722,Preceding Event Relation,R-HSA-9644926
Cellular responses to external stimuli,R-HSA-9650722,Preceding Event Relation,R-HSA-9648888
Cellular responses to external stimuli,R-HSA-9650722,Preceding Event Relation,R-HSA-9633008
Cellular responses to external stimuli,R-HSA-9635936,Preceding Event Relation,R-HSA-381128
Cellular responses to external stimuli,R-HSA-1791118,Preceding Event Relation,R-HSA-381128
Cellular responses to external stimuli,R-HSA-1791118,Preceding Event Relation,R-HSA-9635915
Cellular responses to external stimuli,R-HSA-9635915,Preceding Event Relation,R-HSA-381128
Cellular responses to external stimuli,R-HSA-9635912,Preceding Event Relation,R-HSA-9635927
Cellular responses to external stimuli,R-HSA-9633742,Preceding Event Relation,R-HSA-9633005
Cellular responses to external stimuli,R-HSA-9635918,Preceding Event Relation,R-HSA-9635936
Cellular responses to external stimuli,R-HSA-1791173,Preceding Event Relation,R-HSA-381128
Cellular responses to external stimuli,R-HSA-1791173,Preceding Event Relation,R-HSA-9635892
Cellular responses to external stimuli,R-HSA-9634669,Preceding Event Relation,null
Cellular responses to external stimuli,R-HSA-9633005,Preceding Event Relation,null
Cellular responses to external stimuli,R-HSA-76031,Preceding Event Relation,R-HSA-389821
Cellular responses to external stimuli,R-HSA-76031,Preceding Event Relation,R-HSA-389842
Cellular responses to external stimuli,R-HSA-76031,Preceding Event Relation,R-HSA-74247
Cellular responses to external stimuli,R-HSA-76031,Preceding Event Relation,R-HSA-389862
Cellular responses to external stimuli,R-HSA-76031,Preceding Event Relation,R-HSA-74258
Cellular responses to external stimuli,R-HSA-71676,Preceding Event Relation,R-HSA-3299691
Cellular responses to external stimuli,R-HSA-71676,Preceding Event Relation,R-HSA-71682
Cellular responses to external stimuli,R-HSA-4837364,Preceding Event Relation,R-HSA-3697838
Cellular responses to external stimuli,R-HSA-3697860,Preceding Event Relation,null
Cellular responses to external stimuli,R-HSA-1222376,Preceding Event Relation,null
Cellular responses to external stimuli,R-HSA-3323013,Preceding Event Relation,R-HSA-3299680
Cellular responses to external stimuli,R-HSA-3323079,Preceding Event Relation,R-HSA-3323013
Cellular responses to external stimuli,R-HSA-73646,Preceding Event Relation,null
Cellular responses to external stimuli,R-HSA-3341277,Preceding Event Relation,R-HSA-3299691
Cellular responses to external stimuli,R-HSA-3341343,Preceding Event Relation,R-HSA-73646
Cellular responses to external stimuli,R-HSA-3341343,Preceding Event Relation,R-HSA-3299691
